ID,0,1,2
lts__t_sectors_srcunit_gcc.sum [sector],496,592,640
lts__t_sectors_srcunit_gcc.sum.per_second [sector/us],107.64,0.60,1.84
lts__t_sectors_srcunit_gcc_aperture_device_lookup_miss.sum [sector],85,101,109
lts__t_sectors_srcunit_gcc_aperture_peer_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_gcc_aperture_sysmem_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_gcc_lookup_hit.sum [sector],411,491,531
lts__t_sectors_srcunit_gcc_lookup_miss.sum [sector],85,101,109
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.00
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],0.07,0.00,0.00
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex.sum [sector],2,2,2
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
lts__t_sectors_srcunit_tex.sum.per_second [sector/ms],434.03,2.03,5.75
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.avg [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.max [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.min [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.avg [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.max [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.min [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum [sector],2,2,2
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],2,2,2
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],0,0,0
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],0,0,0
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],0,0,0
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_read.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.00
lts__t_sectors_srcunit_tex_op_write.sum [sector],2,2,2
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/ms],434.03,2.03,5.75
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum [sector],2,2,2
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],2,2,2
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],0,0,0
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed [%],0.28,0.02,0.02
lts__t_tag_requests.max.pct_of_peak_sustained_elapsed [%],1.07,0.40,0.40
lts__t_tag_requests.min.pct_of_peak_sustained_elapsed [%],0.11,0.00,0.00
lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed [%],0.28,0.02,0.02
lts__throughput.avg.pct_of_peak_sustained_elapsed [%],0.96,0.03,0.03
lts__throughput.max.pct_of_peak_sustained_elapsed [%],4.07,0.41,0.42
lts__throughput.min.pct_of_peak_sustained_elapsed [%],0.33,0.01,0.00
lts__throughput.sum.pct_of_peak_sustained_elapsed [%],0.96,0.03,0.03
lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.29,0.01,0.02
lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed [%],1.00,0.39,0.40
lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.11,0.00,0.00
lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.29,0.01,0.02
memory_access_size_type,0 {2},0 {2},0 {2}
memory_access_type,0 {2},0 {2},0 {2}
memory_l1_tag_requests_global [sectors],2 {2},2 {2},2 {2}
memory_l1_wavefronts_shared [sectors],0,0,0
memory_l1_wavefronts_shared_ideal [sectors],0,0,0
memory_l2_theoretical_sectors_global [sectors],2 {2},2 {2},2 {2}
memory_l2_theoretical_sectors_global_ideal [sectors],2 {2},2 {2},2 {2}
memory_l2_theoretical_sectors_local [sectors],0,0,0
memory_type,0 {2},0 {2},0 {2}
numa__cpu_affinity,1,1,1
numa__dev_display_name_all,1,1,1
numa__id_cpu,1,1,1
numa__id_memory,1,1,1
nvlink__bandwidth,0,0,0
nvlink__count_logical,0,0,0
nvlink__count_physical,0,0,0
nvlink__destination_ports,0,0,0
nvlink__dev0Id,0,0,0
nvlink__dev0type,0,0,0
nvlink__dev1Id,0,0,0
nvlink__dev1type,0,0,0
nvlink__dev_display_name_all,1,1,1
nvlink__enabled_mask,0,0,0
nvlink__is_direct_link,0,0,0
nvlink__is_nvswitch_connected,0,0,0
nvlink__max_count,0,0,0
nvlink__peer_access,0,0,0
nvlink__peer_atomic,0,0,0
nvlink__source_ports,0,0,0
nvlink__system_access,0,0,0
nvlink__system_atomic,0,0,0
nvlrx__bytes.sum.per_second [byte/s],0,0,0
nvltx__bytes.sum.per_second [byte/s],0,0,0
pcie__read_bytes.avg.per_second [byte/s],0,0,0
pcie__read_bytes.max.per_second [byte/s],0,0,0
pcie__read_bytes.min.per_second [byte/s],0,0,0
pcie__read_bytes.sum.per_second [byte/s],0,0,0
pcie__write_bytes.avg.per_second [Gbyte/s],2.78,0.01,0.04
pcie__write_bytes.max.per_second [Gbyte/s],2.78,0.01,0.04
pcie__write_bytes.min.per_second [Gbyte/s],2.78,0.01,0.04
pcie__write_bytes.sum.per_second [Gbyte/s],2.78,0.01,0.04
pmsampling:sm__inst_executed_pipe_xu_realtime.avg.pct_of_peak_sustained_elapsed [%],0 {416},0 {1930},0 {844}
pmsampling:sm__pipe_tensor_cycles_active_realtime.avg.pct_of_peak_sustained_elapsed [%],0 {416},0 {1930},0 {844}
profiler__perfworks_session_reuse,0,0,0
profiler__pmsampler_buffer_size_bytes [Mbyte],16.06 {2},32.11 {2},16.06 {2}
profiler__pmsampler_ctxsw_0,1 {2},1 {2},1 {2}
profiler__pmsampler_ctxsw_1,1 {2},1 {2},1 {2}
profiler__pmsampler_interval_time [us],1 {2},1 {2},1 {2}
profiler__pmsampler_merged_samples [sample],0 {2},2 {2},1 {2}
profiler__pmsampler_pass_groups,2 {2},2 {2},2 {2}
profiler__replayer_bytes_mem_accessible.avg [Mbyte],8.39,8.39,8.39
profiler__replayer_bytes_mem_accessible.max [Mbyte],8.39,8.39,8.39
profiler__replayer_bytes_mem_accessible.min [Mbyte],8.39,8.39,8.39
profiler__replayer_bytes_mem_accessible.sum [Mbyte],360.73,360.73,360.73
profiler__replayer_bytes_mem_backed_up.avg [Mbyte],8.39,8.39,8.39
profiler__replayer_bytes_mem_backed_up.max [Mbyte],8.39,8.39,8.39
profiler__replayer_bytes_mem_backed_up.min [Mbyte],8.39,8.39,8.39
profiler__replayer_bytes_mem_backed_up.sum [Mbyte],360.73,360.73,360.73
profiler__replayer_passes [pass],43,43,43
profiler__replayer_passes_type_warmup [pass],0,0,0
profiler__timestamp_workload_end_0,1,1,1
profiler__timestamp_workload_end_1,1,1,1
profiler__timestamp_workload_start_0,1,1,1
profiler__timestamp_workload_start_1,1,1,1
sass__inst_executed_global_loads [inst],0,0,0
sass__inst_executed_global_stores [inst],2,2,2
sass__inst_executed_local_loads [inst],0,0,0
sass__inst_executed_local_stores [inst],0,0,0
sass__inst_executed_per_opcode,18 {10},"147,475 {12}","147,490 {13}"
sass__inst_executed_per_opcode_category,18 {6},"147,475 {7}","147,490 {7}"
sass__inst_executed_per_opcode_with_modifier_all,18 {12},"147,475 {14}","147,490 {15}"
sass__inst_executed_per_opcode_with_modifier_selective,18 {10},"147,475 {12}","147,490 {13}"
sass__inst_executed_register_spilling [inst],0,0,0
sass__inst_executed_register_spilling_mem_local [inst],no data,no data,no data
sass__inst_executed_register_spilling_mem_shared [inst],no data,no data,no data
sass__inst_executed_register_spilling_op_read [inst],0,0,0
sass__inst_executed_register_spilling_op_write [inst],0,0,0
sass__inst_executed_shared_loads [inst],0,0,0
sass__inst_executed_shared_stores [inst],0,0,0
sass__thread_inst_executed_per_opcode_category,17 {6},"147,473 {7}","147,488 {7}"
sass__thread_inst_executed_true_per_opcode,17 {10},"147,473 {12}","147,488 {13}"
sass__thread_inst_executed_true_per_opcode_with_modifier_all,17 {12},"147,473 {14}","147,488 {15}"
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,17 {10},"147,473 {12}","147,488 {13}"
sm__cycles_active.avg [cycle],14.71,"9,901.12","3,475.52"
sm__cycles_active.max [cycle],853,"574,265","201,580"
sm__cycles_active.min [cycle],0,0,0
sm__cycles_active.sum [cycle],853,"574,265","201,580"
sm__cycles_elapsed.avg [cycle],"2,704.52","576,164.93","203,516.66"
sm__cycles_elapsed.avg.per_second [Mhz],586.92,585.04,585.25
sm__cycles_elapsed.max [cycle],"2,708","576,172","203,521"
sm__cycles_elapsed.max.per_second [Mhz],587.67,585.05,585.26
sm__cycles_elapsed.min [cycle],"2,700","576,160","203,512"
sm__cycles_elapsed.min.per_second [Mhz],585.94,585.03,585.24
sm__cycles_elapsed.sum [cycle],"156,862","33,417,566","11,803,966"
sm__cycles_elapsed.sum.per_second [Ghz],34.04,33.93,33.94
sm__icc_request_hit_rate.pct [%],62.50,75,73.33
sm__icc_requests.sum [cycle],8,12,15
sm__icc_requests.sum.pct_of_peak_sustained_elapsed [%],0.01,0.00,0.00
sm__inst_executed.avg.pct_of_peak_sustained_elapsed [%],0.00,0.11,0.31
sm__inst_executed.avg.per_cycle_active [inst/cycle],0.02,0.26,0.73
sm__inst_executed.avg.per_cycle_elapsed [inst/cycle],0.00,0.00,0.01
sm__inst_executed.max.pct_of_peak_sustained_elapsed [%],0.17,6.40,18.12
sm__inst_executed.max.per_cycle_active [inst/cycle],1.22,14.89,42.44
sm__inst_executed.max.per_cycle_elapsed [inst/cycle],0.01,0.26,0.72
sm__inst_executed.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed.min.per_cycle_active [inst/cycle],0,0,0
sm__inst_executed.min.per_cycle_elapsed [inst/cycle],0,0,0
sm__inst_executed.sum.pct_of_peak_sustained_elapsed [%],0.00,0.11,0.31
sm__inst_executed.sum.per_cycle_active [inst/cycle],1.22,14.89,42.44
sm__inst_executed.sum.per_cycle_elapsed [inst/cycle],0.01,0.26,0.72
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active [%],0.23,0.00,0.00
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_active [%],13.60,0.02,0.06
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed [%],0.07,0.00,0.00
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_active [%],0.23,0.00,0.00
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active [%],0.29,1.07,3.05
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_elapsed [%],0.00,0.02,0.05
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_active [%],17.00,62.10,176.92
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_elapsed [%],0.09,1.07,3.02
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],0.29,1.07,3.05
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_elapsed [%],0.00,0.02,0.05
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],0.06,0.00,0.00
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],3.40,0.01,0.01
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_elapsed [%],0.02,0.00,0.00
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],0.06,0.00,0.00
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],0.04,0.00,0.00
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],0.12,5.71,16.26
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_elapsed [%],0.00,0.10,0.28
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],6.80,330.95,942.93
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_elapsed [%],0.04,5.69,16.10
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],0.12,5.71,16.26
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_elapsed [%],0.00,0.10,0.28
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.max.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.sum.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_dmma.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.max.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.sum.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_fp64_op_fp64.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active [%],0.70,0.00,0.00
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_active [%],40.80,0.06,0.17
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed [%],0.22,0.00,0.00
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_active [%],0,0,0
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_active [%],0.70,0.00,0.00
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
sm__inst_executed_pipe_tensor_op_hmma.avg.pct_of_peak_sustained_active [%],0,0,0
