ID,0,1,2
idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
idc__request_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
idc__request_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
idc__request_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
idc__request_hit_rate.pct [%],0,0,0
idc__requests.sum,0,0,0
idc__requests.sum.pct_of_peak_sustained_elapsed [%],0,0,0
inst_executed [inst],18 {18},"147,475 {55}","147,490 {70}"
l1tex__cycles_active.avg [cycle],14.71,"9,901.12","3,475.52"
l1tex__cycles_active.max [cycle],853,"574,265","201,580"
l1tex__cycles_active.min [cycle],0,0,0
l1tex__cycles_active.sum [cycle],853,"574,265","201,580"
l1tex__cycles_elapsed.avg [cycle],"2,704.52","576,164.93","203,516.66"
l1tex__cycles_elapsed.avg.per_second [Mhz],586.92,585.04,585.25
l1tex__cycles_elapsed.max [cycle],"2,708","576,172","203,521"
l1tex__cycles_elapsed.max.per_second [Mhz],587.67,585.05,585.26
l1tex__cycles_elapsed.min [cycle],"2,700","576,160","203,512"
l1tex__cycles_elapsed.min.per_second [Mhz],585.94,585.03,585.24
l1tex__cycles_elapsed.sum [cycle],"156,862","33,417,566","11,803,966"
l1tex__cycles_elapsed.sum.per_second [Ghz],34.04,33.93,33.94
l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,0,0,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,0,0,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,0,0,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,0,0,0
l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed [%],0.11,0.00,0.00
l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,1,1,1
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed [%],0.04,0.00,0.00
l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__lsu_writeback_active_mem_lg.avg.peak_sustained,1,1,1
l1tex__lsu_writeback_active_mem_lg.avg.per_second [Khz],3.74,0.02,0.05
l1tex__lsu_writeback_active_mem_lg.max.peak_sustained,1,1,1
l1tex__lsu_writeback_active_mem_lg.max.per_second [Khz],217.01,1.02,2.88
l1tex__lsu_writeback_active_mem_lg.min.peak_sustained,1,1,1
l1tex__lsu_writeback_active_mem_lg.min.per_second [hz],0,0,0
l1tex__lsu_writeback_active_mem_lg.sum [cycle],1,1,1
l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__lsu_writeback_active_mem_lg.sum.peak_sustained,58,58,58
l1tex__lsu_writeback_active_mem_lg.sum.per_second [Khz],217.01,1.02,2.88
l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed [%],0.22,0.00,0.00
l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.08,0.00,0.00
l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.22,0.00,0.00
l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.07,0.00,0.00
l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.08,0.00,0.00
l1tex__m_l1tex2xbar_write_bytes.sum [byte],64,64,64
l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Mbyte/s],13.89,0.06,0.18
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum [sector],2,2,2
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_bytes.sum [byte],0,0,0
l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_bytes.sum.per_second [byte/s],0,0,0
l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,2,2,2
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,2,2,2
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_texture.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_sector_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_atom_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_ld_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_red_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_st_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_texture_op_tex_hit_rate.pct [%],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum [sector],2,2,2
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum [sector],2,2,2
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_texture.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum [sector],0,0,0
l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__tex_writeback_active.sum [cycle],0,0,0
l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__throughput.avg.pct_of_peak_sustained_active [%],81.59,0.12,0.35
l1tex__throughput.avg.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__throughput.max.pct_of_peak_sustained_active [%],81.59,0.12,0.35
l1tex__throughput.max.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__throughput.min.pct_of_peak_sustained_active [%],81.59,0.12,0.35
l1tex__throughput.min.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
l1tex__throughput.sum.pct_of_peak_sustained_active [%],81.59,0.12,0.35
l1tex__throughput.sum.pct_of_peak_sustained_elapsed [%],0.44,0.00,0.01
launch__barrier_count,0,0,0
launch__block_dim_x [block],1,1,1
launch__block_dim_y [block],1,1,1
launch__block_dim_z [block],1,1,1
launch__block_size,1,1,1
launch__context_id,1,1,1
launch__device_id,0,0,0
launch__func_cache_config,CachePreferNone,CachePreferNone,CachePreferNone
launch__function_pcs,1,1,1
launch__grid_dim_x,1,1,1
launch__grid_dim_y,1,1,1
launch__grid_dim_z,1,1,1
launch__grid_size,1,1,1
launch__kernel_name,{1},{1},{1}
launch__occupancy_limit_blocks [block],16,16,16
launch__occupancy_limit_registers [block],128,128,128
launch__occupancy_limit_shared_mem [block],16,16,16
launch__occupancy_limit_warps [block],48,48,48
launch__occupancy_per_block_size,"2,484 {65}","2,484 {65}","2,484 {65}"
launch__occupancy_per_register_count,"3,248 {257}","3,248 {257}","3,248 {257}"
launch__occupancy_per_shared_mem_size,183 {200},183 {200},183 {200}
launch__persisting_l2_cache_size [Kbyte],786.43,786.43,786.43
launch__registers_per_thread [register/thread],16,16,16
launch__registers_per_thread_allocated [register/thread],512,512,512
launch__shared_mem_config_size [Kbyte],16.38,16.38,16.38
launch__shared_mem_per_block [Kbyte/block],1.02,1.02,1.02
launch__shared_mem_per_block_allocated [Kbyte/block],1.02,1.02,1.02
launch__shared_mem_per_block_driver [Kbyte/block],1.02,1.02,1.02
launch__shared_mem_per_block_dynamic [byte/block],0,0,0
launch__shared_mem_per_block_static [byte/block],0,0,0
launch__sm_count [SM],58,58,58
launch__stack_size,"1,024","1,024","1,024"
launch__stream_id,7,7,7
launch__thread_count [thread],1,1,1
launch__tpc_count,29,29,29
launch__tpc_enabled,all,all,all
launch__uses_cdp,0,0,0
launch__uses_green_context,0,0,0
launch__uses_nvlink_centric_scheduling,0,0,0
launch__uses_vgpu,0,0,0
launch__waves_per_multiprocessor,0.00,0.00,0.00
lts__average_gcomp_input_sector_success_rate.pct [%],0,0,0
lts__average_gcomp_output_sector_compression_achieved_rate.ratio,0,0,0
lts__cycles_active.avg [cycle],102,"2,116.28",821.69
lts__cycles_active.max [cycle],316,"64,492","22,953"
lts__cycles_active.min [cycle],37,37,37
lts__cycles_active.sum [cycle],"3,264","67,721","26,294"
lts__cycles_elapsed.avg [cycle],"2,701","590,823","208,586"
lts__cycles_elapsed.avg.per_second [Mhz],586.15,599.92,599.83
lts__cycles_elapsed.max [cycle],"2,701","590,823","208,586"
lts__cycles_elapsed.max.per_second [Mhz],586.15,599.92,599.83
lts__cycles_elapsed.min [cycle],"2,701","590,823","208,586"
lts__cycles_elapsed.min.per_second [Mhz],586.15,599.92,599.83
lts__cycles_elapsed.sum [cycle],"86,432","18,906,336","6,674,752"
lts__cycles_elapsed.sum.per_second [Ghz],18.76,19.20,19.19
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors.avg.pct_of_peak_sustained_elapsed [%],0.16,0.01,0.01
lts__d_sectors.max.pct_of_peak_sustained_elapsed [%],1.04,0.10,0.10
lts__d_sectors.min.pct_of_peak_sustained_elapsed [%],0,0.00,0
lts__d_sectors.sum.pct_of_peak_sustained_elapsed [%],0.16,0.01,0.01
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed [%],0.10,0.00,0.00
lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed [%],0.59,0.00,0.01
lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed [%],0.10,0.00,0.00
lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors_fill_sysmem.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__gcomp_input_sectors.avg [sector],0,0,0
lts__gcomp_input_sectors.max [sector],0,0,0
lts__gcomp_input_sectors.min [sector],0,0,0
lts__gcomp_input_sectors.sum [sector],0,0,0
lts__gcomp_input_sectors.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__gcomp_input_sectors.sum.per_second [sector/s],0,0,0
lts__gcomp_output_sectors.sum [sector],0,0,0
lts__gcomp_output_sectors.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__gcomp_output_sectors.sum.per_second [sector/s],0,0,0
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.71,0.02,0.02
lts__lts2xbar_cycles_active.avg.peak_sustained,1,1,1
lts__lts2xbar_cycles_active.avg.per_second [Mhz],4.18,0.10,0.14
lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed [%],3.67,0.39,0.41
lts__lts2xbar_cycles_active.max.peak_sustained,1,1,1
lts__lts2xbar_cycles_active.max.per_second [Mhz],21.48,2.34,2.49
lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.11,0.00,0.00
lts__lts2xbar_cycles_active.min.peak_sustained,1,1,1
lts__lts2xbar_cycles_active.min.per_second [Khz],651.04,3.05,8.63
lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.71,0.02,0.02
lts__lts2xbar_cycles_active.sum.peak_sustained,32,32,32
lts__lts2xbar_cycles_active.sum.per_second [Mhz],133.90,3.05,4.49
lts__t_requests.sum [request],238,"2,554","1,076"
lts__t_requests_srcunit_gcc.sum [request],124,148,160
lts__t_requests_srcunit_tex.sum [request],2,2,2
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_read.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_red.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_write.sum [request],2,2,2
lts__t_sector_hit_rate.pct [%],87.55,51.46,92.78
lts__t_sector_op_read_hit_rate.pct [%],83.17,96.51,92.56
lts__t_sector_op_write_hit_rate.pct [%],100,953.33,31.25
lts__t_sectors.avg [sector],25.84,188,55.44
lts__t_sectors.avg.pct_of_peak_sustained_elapsed [%],0.96,0.03,0.03
lts__t_sectors.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors.avg.per_cycle_elapsed [sector/cycle],0.01,0.00,0.00
lts__t_sectors.max [sector],110,"2,408",870
lts__t_sectors.max.pct_of_peak_sustained_elapsed [%],4.07,0.41,0.42
lts__t_sectors.min [sector],9,57,9
lts__t_sectors.min.pct_of_peak_sustained_elapsed [%],0.33,0.01,0.00
lts__t_sectors.sum [sector],827,"6,016","1,774"
lts__t_sectors.sum.pct_of_peak_sustained_elapsed [%],0.96,0.03,0.03
lts__t_sectors.sum.per_second [sector/us],179.47,6.11,5.10
lts__t_sectors_aperture_device_lookup_miss.sum [sector],85,613,621
lts__t_sectors_aperture_peer_lookup_miss.sum [sector],0,0,0
lts__t_sectors_aperture_sysmem_lookup_miss.sum [sector],0,0,0
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_data_ecc.avg.peak_sustained [sector/cycle],8,8,8
lts__t_sectors_data_ecc.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_data_ecc.sum [sector],0,0,0
lts__t_sectors_data_ecc.sum.per_second [sector/s],0,0,0
lts__t_sectors_evict_first_lookup_hit.sum [sector],265,"2,557","1,067"
lts__t_sectors_evict_first_lookup_miss.sum [sector],0,512,512
lts__t_sectors_evict_last_lookup_hit.sum [sector],0,0,0
lts__t_sectors_evict_last_lookup_miss.sum [sector],0,0,0
lts__t_sectors_evict_normal_demote_lookup_hit.sum [sector],0,0,0
lts__t_sectors_evict_normal_demote_lookup_miss.sum [sector],0,0,0
lts__t_sectors_evict_normal_lookup_hit.sum [sector],682,762,802
lts__t_sectors_evict_normal_lookup_miss.sum [sector],85,101,109
lts__t_sectors_lookup_hit.sum [sector],724,"3,096","1,646"
lts__t_sectors_lookup_miss.sum [sector],85,293,109
lts__t_sectors_srcunit_gcc.avg.pct_of_peak_sustained_elapsed [%],0.57,0.00,0.01
lts__t_sectors_srcunit_gcc.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_gcc.avg.per_cycle_elapsed [sector/cycle],0.01,0.00,0.00
